SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
1168,20-04-2019,SI-KSV 23,ANDHRA,NARAYANA EMPORIUM,KEN CYCLONE SUPER,"57,400.00",KENSTAR
1169,20-04-2019,SI-KSV 23,ANDHRA,NARAYANA EMPORIUM,KEN AUSTER XW,"123,200.00",KENSTAR
1170,20-04-2019,SI-SCH 37,TELANGANA,VIMSONS ENTERPRISES,SKY MINI CUTE,"59,500.00",SKYZEN
1171,20-04-2019,SI-SCH 37,TELANGANA,VIMSONS ENTERPRISES,Mini Cute Trolley,"5,200.00",SKYZEN
1172,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,SKY Smile Blower,"23,985.00",SKYZEN
1173,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,Smile Trolly,"2,125.00",SKYZEN
1174,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,SKY MINI CUTE,"8,634.00",SKYZEN
1175,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,Mini Cute Trolley,792.00,SKYZEN
1176,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,SKY Hippo Chill 4500,"12,022.00",SKYZEN
1177,20-04-2019,SI-SCH 38,TELANGANA,RS ENTERPRISES,SKY Smart Cool 18ALR LCD-H,"8,611.00",SKYZEN
1178,20-04-2019,SI-SCH 39,TELANGANA,SRIDHAR AGENCIES,SKY MINI CUTE,"28,780.00",SKYZEN
1179,20-04-2019,SI-SCH 39,TELANGANA,SRIDHAR AGENCIES,Mini Cute Trolley,"2,640.00",SKYZEN
1180,20-04-2019,SI-SCV 34,ANDHRA,THE RAJAMUNDRY INNOVATIONS,SKY Smile Blower,"172,692.00",SKYZEN
1181,20-04-2019,SI-SCV 35,ANDHRA,RAYALASEEMA AGENCIES,SKY Smile Blower,"47,970.00",SKYZEN
1182,20-04-2019,SI-SCV 35,ANDHRA,RAYALASEEMA AGENCIES,SKY Smart Cool 18ALH,"77,270.00",SKYZEN
1183,20-04-2019,SI-SCV 36,ANDHRA,GVS TECHNOLOGIES,SKY Smile Blower,"115,128.00",SKYZEN
1184,20-04-2019,SI-SCV 37,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKYZEN LED M24D,"315,000.00",SKYZEN
1185,20-04-2019,SI-SCV 37,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKYZEN LED M32,"188,790.00",SKYZEN
1186,20-04-2019,SI-SCV 37,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKYZEN LED M32S,"101,610.00",SKYZEN
1187,20-04-2019,SI-SCV 38,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKYZEN LED M42,"34,900.00",SKYZEN
1188,20-04-2019,SI-SCV 38,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKYZEN LED M42S,"40,000.00",SKYZEN
1189,20-04-2019,SI-SCV 39,ANDHRA,CANCEL DEALER,CANCEL PRODUCT,0.01,SERVICE
1190,20-04-2019,SI-SCV 39,ANDHRA,CANCEL DEALER,,-0.01,SKYZEN
1191,20-04-2019,SI-SLH 22,TELANGANA,MANJUNATHA MARKETING,SKYZEN LED M32,"18,180.00",SKYZEN
1192,20-04-2019,SI-SLH 22,TELANGANA,MANJUNATHA MARKETING,SKYZEN LED M32S,"46,360.00",SKYZEN
1193,20-04-2019,SI-SOH 24,TELANGANA,VAISHNAVI MARKETING,SKY WASHER SZ 802,"107,865.00",SKYZEN
1194,20-04-2019,SI-SOH 25,TELANGANA,RISHI ENTERPRISES,SKY WASHER SZ 802,"63,520.00",SKYZEN
1195,20-04-2019,SI-SOH 26,TELANGANA,RS ENTERPRISES,SKY WASHER SZ 802,"79,900.00",SKYZEN
1196,20-04-2019,SI-SOV 21,ANDHRA,SRI MANIKANTA HOME NEEDS,SKY SEMI WM SD 81R,"9,490.00",SKYZEN
1197,20-04-2019,SI-SOV 21,ANDHRA,SRI MANIKANTA HOME NEEDS,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
1198,20-04-2019,SI-STIPG 8,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM DIAMOND 61DB WITH TROLLEY,"73,600.00",SYMPHONY
1199,20-04-2019,SI-STIPG 8,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM DIAMOND 61i WITH TROLLEY,"153,600.00",SYMPHONY
1200,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KEN DOUBLE COOL,"41,600.00",KENSTAR
1201,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Mini Cute Trolley,"1,500.00",SKYZEN
1202,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY MINI CUTE,"16,200.00",SKYZEN
1203,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Vibrant 18AL /HPL,"72,000.00",SKYZEN
1204,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Smile Blower,"5,500.00",SKYZEN
1205,20-04-2019,SI-STIPG 9,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Smile Trolly,450.00,SKYZEN
1206,20-04-2019,SI-SYV 3,ANDHRA,SRI MANIKANTA TV & HOME APPLIANCE,SYM DIAMOND 61DB WITH TROLLEY,"31,350.00",SYMPHONY
1207,20-04-2019,SI-SYV 3,ANDHRA,SRI MANIKANTA TV & HOME APPLIANCE,SYM DIAMOND 61i WITH TROLLEY,"32,550.00",SYMPHONY
1208,20-04-2019,SI-SYV 3,ANDHRA,SRI MANIKANTA TV & HOME APPLIANCE,SYM TOUCH 55,"23,700.00",SYMPHONY
1209,22-04-2019,CSI-CONG 21,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
1210,22-04-2019,CSI-ONG 21,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"2,000.00",CVCRM
1211,22-04-2019,CSI-P 5,ANDHRA,Cash Account AKV,SKY Smart Cool 18AL,"2,000.00",SKYZEN
1212,22-04-2019,SI-CBO 57,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"152,000.00",CVCRM
1213,22-04-2019,SI-CCBO 57,ONGOLE,MURALI ELECTRONICS,TYPHOON AIR COOLER,"103,500.00",CVCRM
1214,22-04-2019,SI-CCBO 57,ONGOLE,MURALI ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"12,600.00",CVCRM
1215,22-04-2019,SI-CCBO 57,ONGOLE,MURALI ELECTRONICS,TAX FOR COOLERS,"23,180.00",CVCRM
1216,22-04-2019,SI-CH 13,PONNUR,BOMBAY COOLERS,SAFARI AIR COOLER,"17,880.00",CVCRM
1217,22-04-2019,SI-CH 13,PONNUR,BOMBAY COOLERS,STORM AIR COOLER,"16,680.00",CVCRM
1218,22-04-2019,SI-CH 13,PONNUR,BOMBAY COOLERS,TAX FOR COOLERS,"5,496.00",CVCRM
1219,22-04-2019,SI-CRMV 32,ANDHRA,KAMADHENU ELECTRONICS,AIRCOOLER,"39,000.00",CVCRM
1220,22-04-2019,SI-CRMV 33,ANDHRA,MY HOME SHOPPY,AIRCOOLER,"9,000.00",CVCRM
1221,22-04-2019,SI-CRMV 34,ANDHRA,KRISHNAENTERPRISES,AIRCOOLER,"9,000.00",CVCRM
1222,22-04-2019,SI-CRMV 35,ANDHRA,NYNI ENTERPRISES,AIRCOOLER,"9,000.00",CVCRM
1223,22-04-2019,SI-H 13,TELANGANA,BOMBAY COOLERS,SAFARI AIR COOLER,"18,000.00",CVCRM
1224,22-04-2019,SI-H 13,TELANGANA,BOMBAY COOLERS,STORM AIR COOLER,"18,000.00",CVCRM
1225,22-04-2019,SI-SCH 40,TELANGANA,GEMINI ELECTRONICS COMPANY,SKY Vibrant 18AL/HPL -R H,"38,224.00",SKYZEN
1226,22-04-2019,SI-SCH 40,TELANGANA,GEMINI ELECTRONICS COMPANY,SKY Smart Cool 18ALR LCD-H +USB,"93,870.00",SKYZEN
1227,22-04-2019,SI-SCO 27,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKY Smile Blower,"187,083.00",SKYZEN
1228,22-04-2019,SI-SCO 27,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Smile Trolly,"16,575.00",SKYZEN
1229,22-04-2019,SI-SCO 27,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKY MINI CUTE,"207,216.00",SKYZEN
1230,22-04-2019,SI-SCO 27,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Mini Cute Trolley,"18,720.00",SKYZEN
1231,22-04-2019,SI-SCV 40,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,SKY SEMI WM SD 81R,"96,800.00",SKYZEN
1232,22-04-2019,SI-SCV 40,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,SKY SEMI WM SD 90R,"117,600.00",SKYZEN
1233,22-04-2019,SI-SCV 41,ANDHRA,GVS TECHNOLOGIES,SKY Smile Blower,"95,940.00",SKYZEN
1234,22-04-2019,SI-SCV 41,ANDHRA,GVS TECHNOLOGIES,Smile Trolly,"21,250.00",SKYZEN
1235,22-04-2019,SI-SCV 41,ANDHRA,GVS TECHNOLOGIES,SKY Vibrant 18AL /HPL,"29,932.00",SKYZEN
1236,22-04-2019,SI-SCV 42,ANDHRA,DREAM ENTERPRISES,Smile Trolly,"16,650.00",SKYZEN
1237,22-04-2019,SI-SCV 43,ANDHRA,SRI VINAYAKA ELECTRONICS,SKY VIBRANT 5000 HC,"35,780.00",SKYZEN
1238,22-04-2019,SI-SCV 43,ANDHRA,SRI VINAYAKA ELECTRONICS,SKY Super Cool 16AL,"64,350.00",SKYZEN
1239,22-04-2019,SI-SLH 23,TELANGANA,PRABHAKAR N,SKYZEN LED M42S,"19,400.00",SKYZEN
1240,22-04-2019,SI-SLV 21,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M42S,"78,000.00",SKYZEN
1241,22-04-2019,SI-SLV 21,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M40,"67,800.00",SKYZEN
1242,22-04-2019,SI-SOH 27,TELANGANA,ASIAN ELECTRONICS,SKY SEMI WM SD 75P,"71,010.00",SKYZEN
1243,22-04-2019,SI-SOH 27,TELANGANA,ASIAN ELECTRONICS,SKY WATER DIS 21B FSR,"13,400.00",SKYZEN
1244,22-04-2019,SI-SOH 28,TELANGANA,SRIDHAR AGENCIES,SKY WATER DIS 21B FSR,"13,400.00",SKYZEN
1245,22-04-2019,SI-STIPH 7,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32M,"79,200.00",SKYZEN
1246,22-04-2019,TG-SI-CRMV 32,GOLLAPUDI,KAMADHENU ELECTRONICS,STORM AIR COOLER,"44,200.00",CVCRM
1247,22-04-2019,TG-SI-CRMV 32,GOLLAPUDI,KAMADHENU ELECTRONICS,SAFARI AIR COOLER,"85,800.00",CVCRM
1248,22-04-2019,TG-SI-CRMV 32,GOLLAPUDI,KAMADHENU ELECTRONICS,TAX FOR COOLERS,"5,980.00",CVCRM
1249,22-04-2019,TG-SI-CRMV 33,GOLLAPUDI,MY HOME SHOPPY,STORM AIR COOLER,"6,400.00",CVCRM
1250,22-04-2019,TG-SI-CRMV 33,GOLLAPUDI,MY HOME SHOPPY,SAFARI AIR COOLER,"10,800.00",CVCRM
1251,22-04-2019,TG-SI-CRMV 33,GOLLAPUDI,MY HOME SHOPPY,SAFARI AIR COOLER,"13,200.00",CVCRM
1252,22-04-2019,TG-SI-CRMV 33,GOLLAPUDI,MY HOME SHOPPY,TAX FOR COOLERS,"1,380.00",CVCRM
1253,22-04-2019,TG-SI-CRMV 34,GOLLAPUDI,KRISHNAENTERPRISES,STORM AIR COOLER,"10,200.00",CVCRM
1254,22-04-2019,TG-SI-CRMV 34,GOLLAPUDI,KRISHNAENTERPRISES,SAFARI AIR COOLER,"19,800.00",CVCRM
1255,22-04-2019,TG-SI-CRMV 34,GOLLAPUDI,KRISHNAENTERPRISES,TAX FOR COOLERS,"1,380.00",CVCRM
1256,22-04-2019,TG-SI-CRMV 35,GOLLAPUDI,NYNI ENTERPRISES,STORM AIR COOLER,"10,200.00",CVCRM
1257,22-04-2019,TG-SI-CRMV 35,GOLLAPUDI,NYNI ENTERPRISES,STORM AIR COOLER,"6,400.00",CVCRM
1258,22-04-2019,TG-SI-CRMV 35,GOLLAPUDI,NYNI ENTERPRISES,SAFARI AIR COOLER,"13,200.00",CVCRM
1259,22-04-2019,TG-SI-CRMV 35,GOLLAPUDI,NYNI ENTERPRISES,TAX FOR COOLERS,"1,380.00",CVCRM
1260,22-04-2019,TO-SI-ONG 4,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),SAFARI BODY,"33,000.00",CVCRM
1261,22-04-2019,TO-SI-ONG 4,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),SKY DRAIN PLUG,200.00,SERVICE
1262,22-04-2019,TP-CSI-P 1,PONNUR,Cash Account AKV,DEFECTIVE PRODUCT,"16,000.00",SKYZEN
1263,22-04-2019,TP-SI-MFGP 45,PONNUR,E BAZAR PNR,FAN MOTOR,"1,500.00",CVCRM
1264,22-04-2019,TP-SI-MFGP 46,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,700.00",CVCRM
1265,22-04-2019,TP-SI-MFGP 47,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,600.00",CVCRM
1266,22-04-2019,TP-SI-MFGP 48,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"3,800.00",CVCRM
1267,22-04-2019,TP-SI-MFGP 49,PONNUR,VENKATARAJU ENTERPRISES,FAN MOTOR,"5,200.00",CVCRM
1268,22-04-2019,TP-SI-MFGP 49,PONNUR,VENKATARAJU ENTERPRISES,PUMP MOTOR,"1,400.00",CVCRM
1269,22-04-2019,TP-SI-MFGP 50,PONNUR,TEJA MOBILE WORLD,FAN MOTOR,"5,200.00",CVCRM
1270,22-04-2019,TP-SI-MFGP 50,PONNUR,TEJA MOBILE WORLD,PUMP MOTOR,"1,400.00",CVCRM
1271,22-04-2019,TP-SI-MFGP 51,PONNUR,SWAMY ENTER PRISES,FAN MOTOR,"2,600.00",CVCRM
1272,22-04-2019,TP-SI-MFGP 51,PONNUR,SWAMY ENTER PRISES,FAN MOTOR,"2,600.00",CVCRM
1273,22-04-2019,TP-SI-MFGP 52,PONNUR,SRI SAROJINI AGENCIES,FAN MOTOR,"3,900.00",CVCRM
1274,22-04-2019,TP-SI-MFGP 52,PONNUR,SRI SAROJINI AGENCIES,PUMP MOTOR,"1,050.00",CVCRM
1275,22-04-2019,TP-SI-MFGP 53,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"6,400.00",CVCRM
1276,23-04-2019,CSI-CONG 22,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"1,500.00",CVCRM
1277,23-04-2019,CSI-CONG 23,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,000.00",CVCRM
1278,23-04-2019,CSI-CONG 24,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"3,000.00",CVCRM
1279,23-04-2019,CSI-CONG 25,ONGOLE,CASH ACCOUNT NANO,SNOW COOL AIR COOLER,"1,760.00",CVCRM
1280,23-04-2019,CSI-CONG 26,ONGOLE,CASH ACCOUNT NANO,SNOW COOL WHITE (DEF) AIR COOLER,"2,300.00",CVCRM
1281,23-04-2019,CSI-ONG 22,ANDHRA,CASH ACCOUNT NANO,AIRCOOLER,"2,000.00",CVCRM
1282,23-04-2019,CSI-ONG 23,ANDHRA,CASH ACCOUNT NANO,AIRCOOLER,"2,000.00",CVCRM
1283,23-04-2019,CSI-ONG 24,ANDHRA,CASH ACCOUNT NANO,AIRCOOLER,"2,000.00",CVCRM
1284,23-04-2019,CSI-ONG 25,ANDHRA,CASH ACCOUNT NANO,AIRCOOLER,"2,000.00",CVCRM
1285,23-04-2019,CSI-ONG 26,ANDHRA,CASH ACCOUNT NANO,AIRCOOLER,"2,000.00",CVCRM
1286,23-04-2019,CSI-V 6,ANDHRA,Cash Account Dileep,SKY Smart Cool 18AL,"7,000.00",SKYZEN
1287,23-04-2019,SI-KSV 24,ANDHRA,SRINIVASA TRADING CO,KEN DOUBLE COOL,"36,510.00",KENSTAR
1288,23-04-2019,SI-KSV 24,ANDHRA,SRINIVASA TRADING CO,KEN COOLER TROLLY,"3,200.00",KENSTAR
1289,23-04-2019,SI-P 18,ANDHRA,SRI LAKSHMI AUTO APPLIANCES,AIRCOOLER PLASTIC BODYS,"10,200.00",SKYZEN
1290,23-04-2019,SI-SCO 28,ANDHRA,UTSAV FURNITURE AND ELECTRONICS-,SKY DRAIN PLUG,"1,500.00",SERVICE
1291,23-04-2019,SI-SCV 44,ANDHRA,THE RAJAMUNDRY INNOVATIONS,Smile Trolly,"17,000.00",SKYZEN
1292,23-04-2019,SI-SCV 45,ANDHRA,RAYALASEEMA AGENCIES,Smile Trolly,"4,500.00",SKYZEN
1293,23-04-2019,SI-SLV 22,ANDHRA,GVS TECHNOLOGIES,SKYZEN LED M32G,"55,740.00",SKYZEN
1294,23-04-2019,SI-SOV 22,ANDHRA,RAJA MACHILIPATNAM,SKY SEMI WM SD 68R,"6,600.00",SKYZEN
1295,23-04-2019,SI-SZP 13,ANDHRA,ANWAR HOME NEEDS,SKY TRENDY,"13,200.00",SKYZEN
1296,23-04-2019,SI-SZP 14,ANDHRA,RAFI ELECTRONICS,SKY TRENDY,"6,600.00",SKYZEN
1297,23-04-2019,SI-SZP 14,ANDHRA,RAFI ELECTRONICS,Mini Cute Trolley,540.00,SKYZEN
1298,23-04-2019,SI-V 3,ANDHRA,CHANNA KRISHNA RAO CHAKKA,KHA15L HI LIFE GEYSER,"3,000.00",KHAITAN
1299,23-04-2019,TP-SI-MFGP 54,PONNUR,ANWAR HOME NEEDS,JUMBO AIR COOLER,"10,200.00",CVCRM
1300,23-04-2019,TP-SI-MFGP 55,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"10,200.00",CVCRM
1301,23-04-2019,TP-SI-MFGP 55,PONNUR,RAFI ELECTRONICS,JUMBO AIR COOLER,"6,800.00",CVCRM
1302,23-04-2019,TP-SI-MFGP 56,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"10,200.00",CVCRM
1303,23-04-2019,TP-SI-MFGP 57,PONNUR,Cash Account AKV,PUMP MOTOR,"1,500.00",CVCRM
1304,23-04-2019,TP-SI-P 18,PONNUR,SRI LAKSHMI AUTO APPLIANCES,DESERT AIR COOLER,"9,000.00",CVCRM
1305,23-04-2019,TP-SI-P 18,PONNUR,SRI LAKSHMI AUTO APPLIANCES,JUMBO AIR COOLER,"6,800.00",CVCRM
1306,23-04-2019,TP-SI-P 18,PONNUR,SRI LAKSHMI AUTO APPLIANCES,SAFARI AIR COOLER,"28,800.00",CVCRM
1307,23-04-2019,TP-SI-P 18,PONNUR,SRI LAKSHMI AUTO APPLIANCES,TAX FOR COOLERS,"1,200.00",CVCRM
1308,24-04-2019,CSI-ONG 27,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"6,000.00",SKYZEN
1309,24-04-2019,CSI-V 7,ANDHRA,Cash Account Dileep,SKY Vibrant 18AL /HPL,"8,000.00",SKYZEN
1310,24-04-2019,SI-CBO 58,ANDHRA,SV DIGITAL,SAFARI AIR COOLER,"208,010.00",CVCRM
1311,24-04-2019,SI-CBO 58,ANDHRA,SV DIGITAL,STORM AIR COOLER,"36,212.00",CVCRM
1312,24-04-2019,SI-CBO 59,ANDHRA,SV DIGITAL,SAFARI AIR COOLER,"47,740.00",CVCRM
1313,24-04-2019,SI-CBO 59,ANDHRA,SV DIGITAL,STORM AIR COOLER,"217,272.00",CVCRM
1314,24-04-2019,SI-CBO 60,ANDHRA,SV DIGITAL,CD 120 COMMON MOTOR,"6,000.00",SERVICE
1315,24-04-2019,SI-CBO 60,ANDHRA,SV DIGITAL,CORRUGATED BOXES,"3,000.00",SKYZEN
1316,24-04-2019,SI-CBO 60,ANDHRA,SV DIGITAL,CLAMP 360 MM( SMART/CVCRM),400.00,SERVICE
1317,24-04-2019,SI-CBO 61,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"38,940.00",CVCRM
1318,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,CVCRM TOP,5.00,CVCRM
1319,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,SWITCH PLATE,4.00,CVCRM
1320,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,FRONT PANEL,2.00,SKYZEN
1321,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,CVCRM FAN BLADE,3.00,SKYZEN
1322,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,SIDE PANEL,6.00,SKYZEN
1323,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,SIDE PANEL,7.00,SKYZEN
1324,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,CVCRM POWER CARD 2.5MTS,10.00,SKYZEN
1325,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,SKY WASHER KNOB-A,15.00,SKYZEN
1326,24-04-2019,SI-CCBO 59,ONGOLE,SV DIGITAL,CVCRM TANK,18.00,CVCRM
1327,24-04-2019,SI-CCBO 61,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"41,580.00",CVCRM
1328,24-04-2019,SI-KSV 25,ANDHRA,A P FURNITURE MALL,KEN ICE TOWER,"10,660.00",KENSTAR
1329,24-04-2019,SI-P 19,ANDHRA,ANWAR HOME NEEDS,AIRCOOLER PLASTIC BODYS,"10,200.00",SKYZEN
1330,24-04-2019,SI-SCH 41,TELANGANA,NEW MAKAM TRADERS,SKY Smart Cool 18ALH,"16,548.00",SKYZEN
1331,24-04-2019,SI-SCH 41,TELANGANA,NEW MAKAM TRADERS,SKY Vibrant 18AL/HPL -H,"17,400.00",SKYZEN
1332,24-04-2019,SI-SCO 29,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY MINI CUTE,"63,000.00",SKYZEN
1333,24-04-2019,SI-SCO 29,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Mini Cute Trolley,"5,000.00",SKYZEN
1334,24-04-2019,SI-SCO 29,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,FRES SMILE,"432,000.00",SKYZEN
1335,24-04-2019,SI-SCO 29,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Smile Trolly,"36,000.00",SKYZEN
1336,24-04-2019,SI-SCO 30,ANDHRA,SURYA ELECTRONICS,Smile Trolly,"12,750.00",SKYZEN
1337,24-04-2019,SI-SCV 46,ANDHRA,KALYAN ENTERPRISES,SKY Smart Cool 18AL,"15,144.00",SKYZEN
1338,24-04-2019,SI-SCV 46,ANDHRA,KALYAN ENTERPRISES,SKY Vibrant 18AL/HPL -H,"17,400.00",SKYZEN
1339,24-04-2019,SI-SCV 46,ANDHRA,KALYAN ENTERPRISES,SKY Super 5000,"13,364.00",SKYZEN
1340,24-04-2019,SI-SCV 47,ANDHRA,CANCEL DEALER,CANCEL PRODUCT,0.02,SERVICE
1341,24-04-2019,SI-SCV 47,ANDHRA,CANCEL DEALER,,-0.02,SKYZEN
1342,24-04-2019,SI-SLV 23,ANDHRA,SATISH NANDURU,SKYZEN LED M32,"10,500.00",SKYZEN
1343,24-04-2019,SI-SOH 29,TELANGANA,NEW MAKAM TRADERS,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
1344,24-04-2019,SI-SOV 23,ANDHRA,CANCEL DEALER,CANCEL PRODUCT,0.01,SERVICE
1345,24-04-2019,SI-SOV 23,ANDHRA,CANCEL DEALER,,-0.01,SKYZEN
1346,24-04-2019,SI-SOV 24,ANDHRA,MAHALAKSHMI AGENCIES,SKY WATER DIS 21B FSR,"124,000.00",SKYZEN
1347,24-04-2019,SI-SOV 25,ANDHRA,SRI SURYA TRADING COMPANY,SKY WATER DIS 21B FSR,"6,200.00",SKYZEN
1348,24-04-2019,SI-STIP 1,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 802,"20,000.00",SKYZEN
1349,24-04-2019,SI-STIP 2,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 802,"224,000.00",SKYZEN
1350,24-04-2019,SI-STIP 2,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY SEMI WM SD 68R,"7,000.00",SKYZEN
1351,24-04-2019,SI-STIP 2,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY SEMI WM SD 81R,"16,000.00",SKYZEN
1352,24-04-2019,SI-STIP 2,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY SEMI WM SD 90R,"9,500.00",SKYZEN
1353,24-04-2019,SI-STIP 3,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY TRENDY,"4,000.00",SKYZEN
1354,24-04-2019,TP-SI-MFGP 58,PONNUR,KAMADHENU ELECTRONICS,ZENITH ISI MOTOR,650.00,SERVICE
1355,24-04-2019,TP-SI-MFGP 59,PONNUR,VIGNESWARA ELECTRONICS & HOME NEEDS,SAFARI AIR COOLER,"43,350.00",CVCRM
1356,24-04-2019,TP-SI-MFGP 59,PONNUR,VIGNESWARA ELECTRONICS & HOME NEEDS,STORM AIR COOLER,"27,900.00",CVCRM
1357,24-04-2019,TP-SI-MFGP 60,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"20,400.00",CVCRM
1358,24-04-2019,TP-SI-MFGP 60,PONNUR,RAFI ELECTRONICS,JUMBO AIR COOLER,"6,800.00",CVCRM
1359,24-04-2019,TP-SI-MFGP 61,PONNUR,RAMU ELECTRONICS,SAFARI AIR COOLER,"10,200.00",CVCRM
1360,24-04-2019,TP-SI-MFGP 61,PONNUR,RAMU ELECTRONICS,JUMBO AIR COOLER,"3,400.00",CVCRM
1361,24-04-2019,TP-SI-MFGP 62,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"3,400.00",CVCRM
1362,24-04-2019,TP-SI-P 19,PONNUR,ANWAR HOME NEEDS,SAFARI AIR COOLER,"29,900.00",CVCRM
1363,24-04-2019,TP-SI-P 19,PONNUR,ANWAR HOME NEEDS,JUMBO AIR COOLER,"6,100.00",CVCRM
1364,24-04-2019,TP-SI-P 19,PONNUR,ANWAR HOME NEEDS,TAX FOR COOLERS,"1,560.00",CVCRM
1365,25-04-2019,CSI-ONG 28,ANDHRA,CASH ACCOUNT NANO,SKY Super Cool 16AL,"7,000.00",SKYZEN
1366,25-04-2019,CSI-ONG 29,ANDHRA,CASH ACCOUNT NANO,FRES SMILE,"6,100.00",SKYZEN
1367,25-04-2019,CSI-ONG 29,ANDHRA,CASH ACCOUNT NANO,Smile Trolly,400.00,SKYZEN
1368,25-04-2019,CSI-P 6,ANDHRA,Cash Account AKV,SKY WASHER SZ 802,"4,000.00",SKYZEN
1369,25-04-2019,SI-CBO 62,ANDHRA,JYOTHI ELECTRONICS,AIRCOOLER,"56,000.00",CVCRM
