SNo,Date,Voucher No,Receipt Mode,Branch,Party,Account,Net Amount,Division
939,13-06-2019,RBR-P 702,Cheques,ANDHRA,GREEN PEARL ELECTRONICS Pvt.Ltd,HDFC BANK OD 0425,"102,000.00",SYMPHONY
940,13-06-2019,RBR-P 703,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
941,13-06-2019,RBR-P 704,Cheques,ANDHRA,GAUTHAM COOLING SOLUTIONS,HDFC BANK OD 0425,"32,300.00",SKYZEN
942,13-06-2019,RBR-P 705,Cheques,ANDHRA,KUMAR ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
943,13-06-2019,RBR-P 706,Cheques,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,HDFC BANK OD 0425,"54,000.00",SKYZEN
944,13-06-2019,RBR-P 707,Cheques,ANDHRA,SRI SAI MARK ENTERPRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
945,14-06-2019,RBR-P 708,Cheques,ANDHRA,NATURE AIRCOOLERS,HDFC BANK OD 0425,"20,000.00",CVCRM
946,14-06-2019,RBR-P 709,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
947,14-06-2019,RBR-P 710,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"200,000.00",SKYZEN
948,14-06-2019,RBR-P 711,Cheques,TELANGANA,PRIME ENTERPRZS,HDFC BANK OD 0425,"33,760.00",SKYZEN
949,14-06-2019,RBR-P 712,Cheques,ANDHRA,SURYA ENTERPRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
950,14-06-2019,RBR-P 713,Cheques,ANDHRA,MATTUPALLI ELECTRONICS,HDFC BANK OD 0425,"43,000.00",SKYZEN
951,14-06-2019,RBR-P 714,Cheques,ANDHRA,VASAVI TIME VISION,HDFC BANK OD 0425,"40,000.00",SKYZEN
952,14-06-2019,RBR-P 715,Cheques,ANDHRA,LAKSHMI SRINIVASA AGENCY,HDFC BANK OD 0425,"100,000.00",SYMPHONY
953,14-06-2019,RP-JP 36,Cash,ANDHRA,VIJAYALAKSHMI ENTERPRISES,Travelling Cash Pavan,"5,000.00",SKYZEN
954,14-06-2019,RP-JP 37,Cash,ANDHRA,SRI VENUGOPAL ELECTRONICS,Travelling Cash Pavan,"5,000.00",SKYZEN
955,14-06-2019,RP-JP 38,Cash,ANDHRA,GAYATRI MEGA FURNITURE,Travelling Cash Pavan,"8,000.00",SKYZEN
956,14-06-2019,RP-RK 32,Cash,ANDHRA,VIJAYA MANIKANTA FURNITURES,Travelling Cash Ratnakumar,"9,000.00",SKYZEN
957,14-06-2019,RP-V 38,Cash,ANDHRA,ROSHAN LIGHTS,Cash Account Dileep,"8,000.00",SKYZEN
958,14-06-2019,TG-RP-V 106,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"31,500.00",SKYZEN
959,14-06-2019,TG-RP-V 107,Cash,GOLLAPUDI,SRI AYYAPPA ELECTRONICS,Travelling Cash Raja,"10,000.00",SKYZEN
960,14-06-2019,TG-RP-V 108,Cash,GOLLAPUDI,RAGHAVENDRA ELE GDV,Travelling Cash Raja,"10,000.00",SKYZEN
961,14-06-2019,TG-RP-V 109,Cash,GOLLAPUDI,BALAJI ENTERPRISESS,Travelling Cash Raja,"10,000.00",SKYZEN
962,14-06-2019,TG-RP-V 110,Cash,GOLLAPUDI,RAMA ELECTRONICS,Travelling Cash Raja,"25,000.00",SKYZEN
963,14-06-2019,TG-RP-V 111,Cash,GOLLAPUDI,NIHARIKA DIGITAL&HOME NEEDS,Travelling Cash Raja,"20,000.00",SKYZEN
964,14-06-2019,TG-RP-V 112,Cash,GOLLAPUDI,BALAJI ELECTRONICS  KANDUKURU,Travelling Cash Raja,"10,000.00",SKYZEN
965,14-06-2019,TG-RP-V 113,Cash,GOLLAPUDI,VIJAYA LAKSHMI ENTER PRISES,Travelling Cash Raja,"10,000.00",SKYZEN
966,14-06-2019,TG-RP-V 114,Cash,GOLLAPUDI,VIJAYA MANIKANTA FURNITURES,Travelling Cash Ratnakumar,"3,583.00",SKYZEN
967,15-06-2019,RBR-P 716,Cheques,ANDHRA,SRI SAI TEJA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
968,15-06-2019,RBR-P 717,Cheques,TELANGANA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
969,15-06-2019,RBR-P 718,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
970,15-06-2019,RBR-P 719,Cheques,TELANGANA,MARUTHI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"36,570.00",SKYZEN
971,15-06-2019,RBR-P 720,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
972,15-06-2019,RBR-P 721,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"35,000.00",SKYZEN
973,15-06-2019,TP-RP-VI 8,Cash,PONNUR,SAI PRAKASH FURNITURES & HOME APPLIANCES,Travelling Cash Vinaya,"7,870.00",SKYZEN
974,15-06-2019,TP-RP-VI 9,Cash,PONNUR,SAIRAM ENTERPRISES,Travelling Cash Vinaya,"50,000.00",CVCRM
975,17-06-2019,RBR-P 722,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"408,366.00",SKYZEN
976,17-06-2019,RBR-P 723,Cheques,ANDHRA,SAIRAM ENTERPRISES,HDFC BANK OD 0425,"12,000.00",SKYZEN
977,17-06-2019,RBR-P 724,Cheques,ANDHRA,SHYAM AND RAM ELECTRONICS,HDFC BANK OD 0425,"86,400.00",SKYZEN
978,17-06-2019,RBR-P 725,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"350,000.00",SKYZEN
979,17-06-2019,RBR-P 726,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
980,17-06-2019,RBR-P 727,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"60,000.00",CVCRM
981,17-06-2019,RBR-P 728,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
982,17-06-2019,RBR-P 729,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"75,000.00",SKYZEN
983,17-06-2019,RBR-P 730,Cheques,TELANGANA,KHATER ELECTRONICS,HDFC BANK OD 0425,"67,500.00",SKYZEN
984,17-06-2019,RBR-P 731,Cheques,TELANGANA,CHENNAI STEEL AND HOME APPLIANCIES,HDFC BANK OD 0425,"40,000.00",SKYZEN
985,17-06-2019,RBR-P 732,Cheques,ANDHRA,SRI SAI DURGA HOME NEEDS,HDFC BANK OD 0425,"24,000.00",SKYZEN
986,17-06-2019,RBR-P 733,Cheques,ANDHRA,DEVI ELECTRONICS,HDFC BANK OD 0425,"13,396.00",SKYZEN
987,17-06-2019,RP-HR 21,Cash,ANDHRA,HARSHITHA HOME NEEDS,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
988,17-06-2019,RP-HR 22,Cash,ANDHRA,VALI ENTERPRISES,Travelling Cash Harnatha reddy,"7,000.00",SKYZEN
989,18-06-2019,RBR-P 734,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"600,000.00",SKYZEN
990,18-06-2019,RBR-P 735,Cheques,ANDHRA,HOME STAR,HDFC BANK OD 0425,"200,000.00",CVCRM
991,18-06-2019,RBR-P 736,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
992,18-06-2019,RBR-P 737,Cheques,ANDHRA,MAA LAXMI ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
993,18-06-2019,RBR-P 738,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
994,18-06-2019,RBR-P 739,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
995,18-06-2019,RBR-P 740,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
996,19-06-2019,RBR-P 741,Cheques,ANDHRA,VIJAYALAKSHMI ELECTRONICS,HDFC BANK OD 0425,"10,000.00",SKYZEN
997,19-06-2019,RBR-P 742,Cheques,ANDHRA,VASUDHA HOME APPLEINCESS,HDFC BANK OD 0425,"114,270.00",SKYZEN
998,19-06-2019,RBR-P 743,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"50,480.00",CVCRM
999,19-06-2019,RBR-P 744,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1000,19-06-2019,RBR-P 745,Cheques,ANDHRA,RAJCO ELECTRONICS,HDFC BANK OD 0425,"67,200.00",SKYZEN
1001,19-06-2019,RBR-P 746,Cheques,ANDHRA,SRI SAI LAKSHMI AGENCIES,HDFC BANK OD 0425,"59,319.00",SKYZEN
1002,20-06-2019,RBR-P 747,Cheques,TELANGANA,AMBIKA APPLIANCES PVT LTD,HDFC BANK OD 0425,"300,000.00",SKYZEN
1003,20-06-2019,RBR-P 748,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"250,000.00",SKYZEN
1004,20-06-2019,RBR-P 749,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
1005,20-06-2019,RBR-P 750,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
1006,20-06-2019,RBR-P 751,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"400,000.00",SKYZEN
1007,20-06-2019,RBR-P 752,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"75,000.00",SKYZEN
1008,20-06-2019,RBR-P 753,Cheques,TELANGANA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1009,20-06-2019,RBR-P 754,Cheques,ANDHRA,SRINIVASA TRADING CO,HDFC BANK OD 0425,"20,000.00",SKYZEN
1010,20-06-2019,RBR-P 755,Cheques,ANDHRA,DIVYA DIGITAL SHOPPY T.V HOME APPLIANCE,HDFC BANK OD 0425,"70,000.00",SKYZEN
1011,20-06-2019,RBR-P 756,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
1012,20-06-2019,RBR-P 757,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"60,000.00",SKYZEN
1013,20-06-2019,RP-JP 39,Cash,ANDHRA,BALAJI  HOME NEEDS,Travelling Cash Pavan,"8,000.00",SKYZEN
1014,20-06-2019,RP-JP 40,Cash,ANDHRA,RAMESH MADHIRA,Travelling Cash Pavan,"10,000.00",SKYZEN
1015,20-06-2019,RP-JP 41,Cash,ANDHRA,RAMESH MADHIRA,Travelling Cash Pavan,"10,000.00",SKYZEN
1016,21-06-2019,RBR-P 758,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"44,450.00",SKYZEN
1017,21-06-2019,RBR-P 759,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"430,525.00",SKYZEN
1018,21-06-2019,RBR-P 760,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1019,21-06-2019,RBR-P 761,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"41,880.00",SKYZEN
1020,21-06-2019,RBR-P 762,Cheques,ANDHRA,MAA LAXMI ENTERPRISES,HDFC BANK OD 0425,"150,000.00",SKYZEN
1021,21-06-2019,RBR-P 763,Cheques,ANDHRA,SRI SAI ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
1022,21-06-2019,RP-HR 23,Cash,ANDHRA,SRI VENKATESWARA HOME NEEDS,Travelling Cash Harnatha reddy,"10,000.00",SKYZEN
1023,22-06-2019,RP-HR 24,Cash,ANDHRA,HARSHITHA HOME NEEDS,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
1024,22-06-2019,TG-RP-V 115,Cash,GOLLAPUDI,RAMA ELECTRONICS,Travelling Cash Raja,"20,000.00",SKYZEN
1025,24-06-2019,RBR-P 764,Cheques,ANDHRA,SRI VENKATESWARA HOME NEEDS,HDFC BANK OD 0425,"10,000.00",SKYZEN
1026,24-06-2019,RBR-P 765,Cheques,ANDHRA,VISWESWARA AGENCIES,HDFC BANK OD 0425,"10,250.00",SKYZEN
1027,24-06-2019,RBR-P 766,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"75,000.00",SKYZEN
1028,24-06-2019,RBR-P 767,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"27,870.00",SKYZEN
1029,24-06-2019,RBR-P 768,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"28,850.00",SKYZEN
1030,24-06-2019,RBR-P 769,Cheques,ANDHRA,LORD VENKATESWARA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1031,24-06-2019,RBR-P 770,Cheques,ANDHRA,CITY LIGHT HOUSE,HDFC BANK OD 0425,"129,000.00",SKYZEN
1032,24-06-2019,RBR-P 771,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
1033,24-06-2019,RBR-P 772,Cheques,ANDHRA,RAVI ELECTRICALS,HDFC BANK OD 0425,"90,550.00",SKYZEN
1034,24-06-2019,RBR-P 773,Cheques,ANDHRA,RAGHU ELECTRONICS,HDFC BANK OD 0425,"2,350.00",SKYZEN
1035,24-06-2019,RBR-P 774,Cheques,ANDHRA,STAR VISION TV SHOP,HDFC BANK OD 0425,"65,950.00",SKYZEN
1036,24-06-2019,RBR-P 775,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"70,000.00",SKYZEN
1037,24-06-2019,RBR-P 776,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"8,000.00",SKYZEN
1038,24-06-2019,RBR-P 777,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"300,000.00",SKYZEN
1039,24-06-2019,RBR-P 778,Cheques,ANDHRA,SONY ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1040,24-06-2019,RBR-P 779,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1041,25-06-2019,RBR-P 780,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"342,927.00",SKYZEN
1042,25-06-2019,RBR-P 781,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1043,25-06-2019,RBR-P 782,Cheques,ANDHRA,VIJAYALAKSHMI ELECTRONICS,HDFC BANK OD 0425,"24,000.00",SKYZEN
1044,25-06-2019,RBR-P 783,Cheques,ANDHRA,LAASYA SRI ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1045,25-06-2019,RBR-P 784,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"300,000.00",SKYZEN
1046,25-06-2019,RBR-P 785,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1047,25-06-2019,RBR-P 786,Cheques,ANDHRA,SHREEJA ENTERPRISES,HDFC BANK OD 0425,"89,454.00",SKYZEN
1048,25-06-2019,RBR-P 787,Cheques,ANDHRA,SRINIVASA AGENCIES,HDFC BANK OD 0425,"34,880.00",SKYZEN
1049,25-06-2019,RBR-P 788,Cheques,ANDHRA,REDDYS REFRIGERATION & ENTERPRISES,HDFC BANK OD 0425,"5,000.00",SKYZEN
1050,25-06-2019,RBR-P 789,Cheques,ANDHRA,JAYAENTERPRISES,HDFC BANK OD 0425,"74,222.00",SKYZEN
1051,25-06-2019,RBR-P 790,Cheques,ANDHRA,SIVA METAL & HOME NEEDS,HDFC BANK OD 0425,"19,670.00",SKYZEN
1052,25-06-2019,RP-JP 42,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
1053,25-06-2019,RP-JP 43,Cash,ANDHRA,SURYA TEJA SHOPPING MALL,Travelling Cash Pavan,"10,000.00",SKYZEN
1054,25-06-2019,RP-JP 44,Cash,ANDHRA,SURYA TEJA SHOPPING MALL,Travelling Cash Pavan,"10,000.00",SKYZEN
1055,25-06-2019,RP-JP 45,Cash,ANDHRA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
1056,25-06-2019,RP-JP 46,Cash,ANDHRA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"4,000.00",SKYZEN
1057,26-06-2019,RBR-P 791,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"109,126.00",SKYZEN
1058,26-06-2019,RBR-P 792,Cheques,ANDHRA,MS AGENCIES,HDFC BANK OD 0425,"10,000.00",SKYZEN
1059,26-06-2019,RBR-P 793,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1060,26-06-2019,RBR-P 794,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"75,567.00",SKYZEN
1061,26-06-2019,RBR-P 795,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"400,000.00",SKYZEN
1062,26-06-2019,RBR-P 796,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1063,26-06-2019,RBR-P 797,Cheques,ANDHRA,SHYAM AND RAM ELECTRONICS,HDFC BANK OD 0425,"88,500.00",SKYZEN
1064,26-06-2019,RBR-P 798,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"151,401.00",SKYZEN
1065,26-06-2019,RBR-P 799,Cheques,ANDHRA,NEW KAVERI HOME NEEDS (HA),HDFC BANK OD 0425,"20,000.00",SKYZEN
1066,27-06-2019,RBR-P 800,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1067,27-06-2019,RBR-P 801,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"300,000.00",SKYZEN
1068,27-06-2019,RBR-P 802,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1069,27-06-2019,RBR-P 803,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"75,000.00",SKYZEN
1070,28-06-2019,RBR-P 804,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"200,000.00",SKYZEN
1071,28-06-2019,RBR-P 805,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"40,000.00",SKYZEN
1072,28-06-2019,RBR-P 806,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"20,000.00",SKYZEN
1073,28-06-2019,RBR-P 807,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1074,28-06-2019,RBR-P 808,Cheques,TELANGANA,KAVITHA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1075,28-06-2019,RBR-P 809,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1076,28-06-2019,RBR-P 810,Cheques,ANDHRA,RK DIGITAL SHOPPY,HDFC BANK OD 0425,"50,000.00",SKYZEN
1077,28-06-2019,RBR-P 811,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"70,000.00",SKYZEN
1078,28-06-2019,RBR-P 812,Cheques,ANDHRA,BHUMI ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1079,29-06-2019,RBR-P 813,Cheques,ANDHRA,RAJU ELECTRONICS,HDFC BANK OD 0425,"23,456.00",SKYZEN
1080,29-06-2019,RBR-P 814,Cheques,ANDHRA,ARAVIND AGENCIES,HDFC BANK OD 0425,"26,970.00",SKYZEN
1081,29-06-2019,RBR-P 815,Cheques,ANDHRA,AMBIKA APPLIANCES PVT LTD,HDFC BANK OD 0425,"200,000.00",SKYZEN
1082,29-06-2019,RBR-P 816,Cheques,ANDHRA,KALYANA CHAKRAVARTHI,HDFC BANK OD 0425,"14,100.00",SKYZEN
1083,29-06-2019,RBR-P 817,Cheques,ANDHRA,LAKSHMINARAYANA ELECTRONICS,HDFC BANK OD 0425,"20,000.00",SKYZEN
1084,29-06-2019,RBR-P 818,Cheques,ANDHRA,SURYA ELECTRONICS,HDFC BANK OD 0425,"1,500,000.00",SKYZEN
1085,29-06-2019,RBR-P 819,Cheques,ANDHRA,G N HOME APPLIANCES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1086,29-06-2019,RBR-P 820,Cheques,ANDHRA,GEMINI ELECTRONICS COMPANY,HDFC BANK OD 0425,"150,000.00",SKYZEN
1087,29-06-2019,RBR-P 821,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"500,000.00",SKYZEN
1088,29-06-2019,RBR-P 822,Cheques,TELANGANA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"53,320.00",SKYZEN
1089,29-06-2019,RBR-P 823,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1090,29-06-2019,RBR-P 824,Cheques,ANDHRA,SRI VIJAYA SAI AGENCIES,HDFC BANK OD 0425,"19,080.00",SKYZEN
1091,29-06-2019,RBR-P 825,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"100,000.00",SKYZEN
1092,29-06-2019,RBR-P 826,Cheques,ANDHRA,NEW GLASS HOUSE,HDFC BANK OD 0425,"25,000.00",SKYZEN
1093,29-06-2019,RBR-P 827,Cheques,ANDHRA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1094,29-06-2019,RBR-P 828,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
1095,29-06-2019,RBR-P 829,Cheques,ANDHRA,RK DIGITAL SHOPPY,HDFC BANK OD 0425,"50,000.00",SKYZEN
1096,29-06-2019,RBR-P 830,Cheques,ANDHRA,ACN DIGITAL SHOPPE,HDFC BANK OD 0425,"200,000.00",SKYZEN
1097,29-06-2019,RBR-P 832,Cheques,ANDHRA,BHARAT ELECTRONICS AND HOME APPLIANCES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1098,29-06-2019,RBR-P 833,Cheques,ANDHRA,DIVYA DIGITAL SHOPPY T.V HOME APPLIANCE,HDFC BANK OD 0425,"50,000.00",SKYZEN
1099,29-06-2019,RBR-P 834,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1100,29-06-2019,RBR-P 835,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
1101,1/7/2019,RBR-P 836,Cheques,ANDHRA,AMEER ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1102,1/7/2019,RBR-P 837,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"200,610.00",SKYZEN
1103,1/7/2019,RBR-P 838,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1104,1/7/2019,RBR-P 839,Cheques,ANDHRA,A P FURNITURE MALL,HDFC BANK OD 0425,"20,000.00",SKYZEN
1105,1/7/2019,RBR-P 840,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1106,1/7/2019,RBR-P 841,Cheques,ANDHRA,SRI SAI ELECTRONICS,HDFC BANK OD 0425,"20,000.00",SKYZEN
1107,1/7/2019,RBR-P 842,Cheques,ANDHRA,AJ ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1108,1/7/2019,RBR-P 843,Cheques,ANDHRA,JAYENE DIGITAL SHOPPY,HDFC BANK OD 0425,"2,100.00",SKYZEN
1109,2/7/2019,RBR-P 831,Cheques,TELANGANA,VIMAL HOME APPLIANCES,HDFC BANK OD 0425,"34,950.00",SKYZEN
1110,2/7/2019,RBR-P 844,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"120,110.00",SKYZEN
1111,2/7/2019,RBR-P 845,Cheques,ANDHRA,WORLD FURNITURE & ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1112,2/7/2019,RBR-P 846,Cheques,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,HDFC BANK OD 0425,"56,000.00",SKYZEN
1113,2/7/2019,RBR-P 847,Cheques,ANDHRA,LORD VENKATESWARA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1114,2/7/2019,RBR-P 848,Cheques,ANDHRA,MH ENTERPRISES,HDFC BANK OD 0425,"149,000.00",SKYZEN
1115,3/7/2019,RBR-P 849,Cheques,ANDHRA,BALAJI FURNITURE WORLD,HDFC BANK OD 0425,"30,000.00",SKYZEN
1116,3/7/2019,RBR-P 850,Cheques,TELANGANA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"22,520.00",SKYZEN
1117,3/7/2019,RBR-P 851,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"45,000.00",SKYZEN
1118,3/7/2019,RBR-P 852,Cheques,TELANGANA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1119,4/7/2019,RBR-P 853,Cheques,ANDHRA,BHUMI ELECTRONICS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1120,4/7/2019,RBR-P 854,Cheques,TELANGANA,SAI KRISHNA TRADING COMPANY,HDFC BANK OD 0425,"94,000.00",SKYZEN
1121,4/7/2019,RP-HR 25,Cash,ANDHRA,SRI VENKATESWARA HOME NEEDS,Travelling Cash Harnatha reddy,"10,000.00",SKYZEN
1122,4/7/2019,RP-HR 26,Cash,ANDHRA,VALI ENTERPRISES,Travelling Cash Harnatha reddy,"8,000.00",SKYZEN
1123,4/7/2019,TG-RP-V 116,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"29,000.00",SKYZEN
1124,5/7/2019,RBR-P 855,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"219,383.00",SKYZEN
1125,5/7/2019,RBR-P 856,Cheques,ANDHRA,ANWAR HOME NEEDS,HDFC BANK OD 0425,"21,100.00",SKYZEN
1126,5/7/2019,RBR-P 857,Cheques,ANDHRA,MAA LAXMI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
