SNo,Date,Voucher No,Branch,Party,Purchase Account,Product,Net Amount,Division
892,23-05-2019,PV-ONG 234,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.18,SKYZEN
893,24-05-2019,PV-H 18,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,TYPHOON AL AIRCOOLER,"110,000.00",CVCRM
894,24-05-2019,PV-H 18,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,CVCRM TANK,12.00,CVCRM
895,24-05-2019,PV-H 18,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,TYPHOON AL WHITE AIRCOLER,"40,000.00",CVCRM
896,24-05-2019,PV-ONG 235,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"20,237.00",CVCRM
897,24-05-2019,PV-ONG 235,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"15,104.00",CVCRM
898,24-05-2019,PV-P 10,ANDHRA,VIJAY DIGITAL,Purchase of 18% Items,KEN COOLBLASTER-TRL,"7,600.00",SKYZEN
899,24-05-2019,PV-P 11,ANDHRA,SAI SRINIVASA COMPUTERS,Purchase of 18% Items,COMPUTER SPARES,"4,600.00",SKYZEN
900,24-05-2019,PV-P 11,ANDHRA,SAI SRINIVASA COMPUTERS,Purchase of 18% Items,COMPUTER SPARES,"5,950.00",SKYZEN
901,25-05-2019,PV-H 19,TELANGANA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Purchase of 18% Items,TROLLY SUITCASE,"270,000.00",SKYZEN
902,26-05-2019,PV-ONG 236,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"38,940.00",CVCRM
903,26-05-2019,PV-ONG 236,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"103,840.00",CVCRM
904,26-05-2019,PV-ONG 237,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Super Cool 16ALH,"4,362.46",SKYZEN
905,26-05-2019,PV-ONG 237,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.46,SKYZEN
906,26-05-2019,PV-ONG 238,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
907,26-05-2019,PV-P 19,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"104,784.00",SKYZEN
908,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CDO-120H MOTOR,"2,152.32",SKYZEN
909,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWING MOTOR,"2,454.40",CVCRM
910,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"6,658.74",SERVICE
911,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"5,782.00",SERVICE
912,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,283.20,SERVICE
913,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"7,110.68",SERVICE
914,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (REGULAR),"3,186.00",CVCRM
915,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),"3,186.00",CVCRM
916,27-05-2019,PV-ONG 239,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.34,SKYZEN
917,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SARA PUMP MOTOR,750.40,SERVICE
918,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,632.80,CVCRM
919,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,KHAITAN PUMP MOTOR,573.44,SERVICE
920,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CORRUGATED BOXES,"4,681.60",SKYZEN
921,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CORRUGATED BOXES,"1,568.00",SKYZEN
922,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SKY Washer Corrugated Box,"2,934.40",SKYZEN
923,27-05-2019,PV-ONG 240,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.36,SKYZEN
924,28-05-2019,PV-ONG 203,ANDHRA,SASIREKHA AGENCIES,Purchase of 18% Items,BOLTS & NUTS,"1,127.06",SKYZEN
925,28-05-2019,PV-ONG 203,ANDHRA,SASIREKHA AGENCIES,Purchase of 18% Items,BOLTS & NUTS,4.98,SKYZEN
926,28-05-2019,PV-ONG 203,ANDHRA,SASIREKHA AGENCIES,,,-0.04,SKYZEN
927,28-05-2019,PV-ONG 204,ANDHRA,SAGAR AGENCIES,Purchase of 18% Items,SPARES,"3,599.00",SKYZEN
928,28-05-2019,PV-ONG 205,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,L BOW,"8,850.00",CVCRM
929,28-05-2019,PV-ONG 206,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,SWITCH PLATE,"11,800.00",CVCRM
930,28-05-2019,PV-ONG 206,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,PUSH WHEEL SET,"8,496.00",SKYZEN
931,28-05-2019,PV-ONG 207,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,PUSH WHEEL SET,"22,089.60",SKYZEN
932,28-05-2019,PV-ONG 207,ANDHRA,SHEETAL ENTERPRISES,,,0.40,SKYZEN
933,28-05-2019,PV-ONG 241,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"412,056.00",CVCRM
934,28-05-2019,PV-ONG 242,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
935,28-05-2019,PV-ONG 242,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"18,880.00",CVCRM
936,28-05-2019,PV-ONG 242,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
937,28-05-2019,PV-ONG 242,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.24,SKYZEN
938,28-05-2019,PV-ONG 243,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"30,208.00",CVCRM
939,28-05-2019,PV-ONG 244,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"9,440.00",CVCRM
940,28-05-2019,PV-ONG 244,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"25,676.80",CVCRM
941,28-05-2019,PV-ONG 244,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
942,28-05-2019,PV-ONG 245,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"1,888.00",CVCRM
943,28-05-2019,PV-ONG 245,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
944,28-05-2019,PV-ONG 245,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"3,453.86",SKYZEN
945,28-05-2019,PV-ONG 245,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,414.18,SKYZEN
946,28-05-2019,PV-ONG 245,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.30,SKYZEN
947,28-05-2019,PV-ONG 246,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
948,28-05-2019,PV-ONG 247,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
949,28-05-2019,PV-ONG 258,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"1,479.72",SERVICE
950,28-05-2019,PV-ONG 258,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,47.20,SERVICE
951,28-05-2019,PV-ONG 258,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,108.56,SERVICE
952,28-05-2019,PV-ONG 258,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.48,SKYZEN
953,29-05-2019,PV-ONG 259,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"6,985.60",SKYZEN
954,29-05-2019,PV-ONG 259,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
955,29-05-2019,PV-ONG 260,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"33,228.80",CVCRM
956,29-05-2019,PV-ONG 260,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
957,29-05-2019,PV-ONG 261,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"3,492.80",SKYZEN
958,29-05-2019,PV-ONG 261,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
959,29-05-2019,PV-ONG 261,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.06,SKYZEN
960,29-05-2019,PV-ONG 262,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"83,827.20",SKYZEN
961,29-05-2019,PV-ONG 262,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
962,29-05-2019,PV-ONG 263,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"36,250.80",CVCRM
963,29-05-2019,PV-ONG 263,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
964,29-05-2019,PV-ONG 264,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
965,29-05-2019,PV-ONG 265,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"30,208.00",CVCRM
966,29-05-2019,PV-ONG 266,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR WHITE COOLER,"29,205.00",CVCRM
967,29-05-2019,PV-ONG 266,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"3,776.00",CVCRM
968,29-05-2019,PV-ONG 266,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER HONEY COMB,"10,030.00",CVCRM
969,29-05-2019,PV-ONG 267,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Hippo Chill 4500,"4,498.16",SKYZEN
970,29-05-2019,PV-ONG 267,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.16,SKYZEN
971,29-05-2019,PV-ONG 268,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"7,227.50",CVCRM
972,29-05-2019,PV-ONG 268,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR WHITE COOLER,"11,682.00",CVCRM
973,29-05-2019,PV-ONG 268,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"20,723.16",SKYZEN
974,29-05-2019,PV-ONG 268,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"9,062.40",CVCRM
975,29-05-2019,PV-ONG 268,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.06,SKYZEN
976,29-05-2019,PV-SRNG 11,ANDHRA,SRINIVASA ELE  GUDIWADA,Purchase of 18% Items,AIRCOOLER,"24,000.00",CVCRM
977,29-05-2019,PV-V 43,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"5,918.88",SERVICE
978,29-05-2019,PV-V 43,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.12,SKYZEN
979,30-05-2019,PV-ONG 248,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"3,020.80",CVCRM
980,30-05-2019,PV-ONG 248,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"6,985.60",SKYZEN
981,30-05-2019,PV-ONG 248,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
982,30-05-2019,PV-ONG 249,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"94,305.60",SKYZEN
983,30-05-2019,PV-ONG 249,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
984,30-05-2019,PV-ONG 250,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,832.00",CVCRM
985,30-05-2019,PV-ONG 250,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"33,228.80",CVCRM
986,30-05-2019,PV-ONG 250,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
987,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Hippo Chill 4500,"148,439.28",SKYZEN
988,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Super Cool 16AL,"87,249.20",SKYZEN
989,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"205,674.00",SKYZEN
990,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"53,656.96",SKYZEN
991,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"157,176.00",SKYZEN
992,31-05-2019,PV-ONG 251,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.44,SKYZEN
993,31-05-2019,PV-ONG 256,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,632.80,CVCRM
994,31-05-2019,PV-ONG 256,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,198.24,CVCRM
995,31-05-2019,PV-ONG 256,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.04,SKYZEN
996,31-05-2019,PV-ONG 257,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"1,500.80",CVCRM
997,31-05-2019,PV-ONG 257,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
998,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WASHER VALVE ROD,35.40,SKYZEN
999,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER TIMER -35 MIN,401.20,SKYZEN
1000,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK PACKING,35.40,SERVICE
1001,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY OVERFLOW HOSE,35.40,SKYZEN
1002,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN HOSE ADOPTER,53.10,SERVICE
1003,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY FEED HOSE,35.40,SKYZEN
1004,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER MAIN MOTOR 150W,"1,274.40",SKYZEN
1005,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CC 198 H CUTE MOTOR,925.12,SERVICE
1006,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK SPRING,29.50,SKYZEN
1007,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD,53.10,SKYZEN
1008,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 036H HIPPO MOTOR,"1,925.76",SERVICE
1009,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY LOUVERS MOTOR(SHORT),472.00,SKYZEN
1010,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 031H SUPER,"2,081.52",SERVICE
1011,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"3,699.30",SERVICE
1012,31-05-2019,PV-ONG 269,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
1013,31-05-2019,PV-SRNG 12,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,Purchase of 18% Items,SKYZEN LED M24D,"6,290.00",SKYZEN
1014,31-05-2019,PV-SRNG 13,ANDHRA,BALAJI FURNITURE WORLD,Purchase of 18% Items,SKY Vibrant 18AL /HPL,"35,700.00",SKYZEN
1015,31-05-2019,PV-V 44,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"5,748.96",SKYZEN
1016,31-05-2019,PV-V 44,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"314,352.00",SKYZEN
1017,31-05-2019,PV-V 44,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.04,SKYZEN
1018,31-05-2019,PV-V 45,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SARA PUMP MOTOR,"21,611.52",SERVICE
1019,31-05-2019,PV-V 45,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,CUTE PUMP MOTOR,"6,608.00",SERVICE
1020,31-05-2019,PV-V 45,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.48,SKYZEN
1021,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD HOOK TOP,118.00,SERVICE
1022,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD,354.00,SKYZEN
1023,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"56,828.80",SERVICE
1024,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"59,188.80",SERVICE
1025,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,MAINS CARD CVCRM,"1,416.00",SERVICE
1026,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD LENGTH,354.00,SERVICE
1027,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK ROD HOOK BOTTOM,236.00,SERVICE
1028,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,"3,835.00",SERVICE
1029,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,MAIN CORD 3 CORE 1.9MTR,495.60,SKYZEN
1030,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK PACKING,708.00,SERVICE
1031,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY OVERFLOW HOSE,708.00,SKYZEN
1032,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN HOSE ADOPTER,"1,062.00",SERVICE
1033,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY COCK SPRING,590.00,SKYZEN
1034,31-05-2019,PV-V 46,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
1035,31-05-2019,PV-V 50,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,WHEELS SKYZEN,"21,240.00",SERVICE
1036,31-05-2019,PV-V 51,ANDHRA,SHEETAL ENTERPRISES,Purchase of 18% Items,WHEELS SKYZEN,"23,788.80",SERVICE
1037,31-05-2019,PV-V 51,ANDHRA,SHEETAL ENTERPRISES,,,0.20,SKYZEN
1038,31-05-2019,TG-PV-V 2,GOLLAPUDI,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"219,744.00",CVCRM
1039,31-05-2019,TG-PV-V 2,GOLLAPUDI,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"158,543.00",CVCRM
1040,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"244,296.00",CVCRM
1041,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL AIRCOOLER,"58,464.00",CVCRM
1042,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL AIR COOLER,"88,784.00",CVCRM
1043,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL WHITE AIRCOLER,"15,078.00",CVCRM
1044,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL WHITE AIR COOLER,719.00,CVCRM
1045,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER HONEY COMB,"45,100.00",CVCRM
1046,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"25,839.00",CVCRM
1047,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL WHITE AIRCOLER,"52,096.00",CVCRM
1048,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"71,688.00",CVCRM
1049,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"326,045.00",CVCRM
1050,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"80,253.00",CVCRM
1051,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"236,698.00",CVCRM
1052,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"257,152.00",CVCRM
1053,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL AIRCOOLER,"11,480.00",CVCRM
1054,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOW COOL AIR COOLER,"14,046.00",CVCRM
1055,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER HONEY COMB,"82,984.00",CVCRM
1056,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"93,993.00",CVCRM
1057,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER HONEY COMB,"23,376.00",CVCRM
1058,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"763,056.00",CVCRM
1059,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"1,033.00",CVCRM
1060,31-05-2019,TO-PV-ONG 3,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SNOWCOOL WHITE AIRCOOLER HC,"40,950.00",CVCRM
1061,31-05-2019,TP-PV-H 2,PONNUR,SAI TEJA INDO PLAST OGL,Purchase of Air coolers Raw material,TYPHOON AL AIRCOOLER,"38,280.00",CVCRM
1062,31-05-2019,TP-PV-H 2,PONNUR,SAI TEJA INDO PLAST OGL,Purchase of Air coolers Raw material,TYPHOON AL WHITE AIRCOLER,"14,360.00",CVCRM
1063,31-05-2019,TP-PV-P 2,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"48,024.00",CVCRM
1064,31-05-2019,TP-PV-P 2,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,"40,698.00",CVCRM
